episode_id,error,instruction,replanning_count_0,run_id,runtime,sim_step_count,task_percent_complete,task_state_success
1250,False,"Move the toy airplane from the bedroom to the living room table. Place it next to the couch. The toy airplane is red, part of the Air Hogs Wind Flyers Set. It's a gift from my childhood friend.",14.0,0,105.82502794265747,987.0,1.0,1.0
1010,False,"Help me set up some visuals on the shelves. Move the picture frame and lamp there. The book can stay where it is. The lamp has a pineapple-shaped neon outline with a black base, and the picture frame is gold with a dark central image. The picture frame holds a special photo of my family reunion.",11.0,0,126.97522115707397,2319.0,1.0,1.0
1144,False,"Help me prepare the laundry room for a cleaning session. First, move the vase from the washer dryer to the closet table. Then, take the stuffed toy and basket and place them next to each other on the chest of drawers. I always set up the laundry room this way before starting a cleaning session.",17.0,0,130.56303238868713,978.0,1.0,1.0
1032,False,Put the shoe and pencil case on the bedroom chest of drawers. I prefer to keep my shoe and pencil case on the chest of drawers for quick access when I'm getting ready in the morning.,15.0,0,178.47431302070618,2716.0,1.0,1.0
1129,False,"Move the toy airplane and toy vehicle from the TV table to the garage bench. Place them next to each other on the bench. The toy airplane is red and white with a pilot, and the toy vehicle is a blue toy train with a smiling face, Thomas & Friends Wooden Railway Talking Thomas. Both toys are part of my cherished collection.",21.0,0,205.8520097732544,2320.0,1.0,1.0
1249,False,"Move the statue and picture frame from the table in the living room to the shelves in the bedroom. Place them next to each other on the shelves. The statue is beige on a black base, and the picture frame is silver with an ornate border. The statue is a keepsake from my travels.",18.0,0,179.59076642990112,1666.0,1.0,1.0
1143,False,Move the candle holder and vase from the living room table to the office cabinet. Place them next to each other on the cabinet. I prefer to keep the candle holder and vase together on the office cabinet for a calming atmosphere while I work.,16.0,0,237.44062423706055,1512.0,1.0,1.0
1035,False,"Help me move some toys and a bowl from the dining room to the living room. Take the toy airplane, toy animal, and bowl from the table in the dining room. Place them next to each other on the table in the living room. I enjoy having these toys and the bowl set up together in the living room for playtime with my child.",26.0,0,408.29184341430664,1800.0,1.0,1.0
1132,False,"Take the clock, vase, and candle from the table in the dining room and put them on the shelves in the tv room, placing them next to each other? The clock is a black vintage one with a round face and a small ring on top, the vase is colorful with a geometric mosaic pattern, and the candle is white on a black, geometric holder. The clock was a gift from my grandmother.",24.0,0,415.4647488594055,2299.0,1.0,1.0
987,False,Move the lamp to the bedroom table. Move the statue to the living room shelves. I prefer to have the lamp on the bedroom table for reading and the statue on the living room shelves for display.,14.0,0,332.09344029426575,2478.0,1.0,1.0
1024,False,"Move the dumbbell and shoe to the shelves in the living room and place them next to each other. The dumbbell is black and hexagonal with a metal handle, and the shoe is a black and pink running shoe, PureConnect 2. The shoe is part of my favorite running gear.",26.0,0,603.6918387413025,6307.0,1.0,1.0
1033,False,"Move the candle holder, candle, and plant container from the dining table to the living room couch. Place them next to each other on the couch. In the evening, I like having these items together on the couch for a cozy atmosphere.",20.0,0,152.49431943893433,1378.0,1.0,1.0
1130,False,"Move the picture frame and vase from the dining room table to the TV shelves. Place them next to each other on the shelves. The picture frame is wooden with a black and white dove image, and the vase is brown and beige with a pebble-like pattern. The picture frame holds a special photo of my family's pet dove.",17.0,0,140.44191026687622,1929.0,1.0,1.0
1003,False,Move the book and pencil case from the living room table to the chest of drawers in the bedroom. Place them next to each other. I like to keep my book and pencil case together on the chest of drawers in the bedroom for late-night study sessions.,19.0,0,153.72343587875366,2369.0,1.0,1.0
1225,False,"Move the vase, then the lamp, and finally the plate to the table in the living room. Then, move them to the couch in the living room and place them next to each other. I prefer to keep the vase, lamp, and plate together on the couch in the living room after rearranging them from the table.",36.0,0,408.87512731552124,4816.0,1.0,1.0
999,False,"Move the lamp and then the vase from the table in the living room to the shelves, placing them next to each other. I prefer to keep the lamp and vase together on the shelves for a balanced look and easy access.",10.0,0,95.97337174415588,1733.0,1.0,1.0
1022,False,"Move the statue and plant container from the living room shelves to the bedroom chest of drawers. Place them next to each other on the chest of drawers. The plant container is a colorful assortment of electric pots from Cole Hardware, and the statue is a gray dog-shaped statue. The dog statue is a souvenir from my last vacation.",22.0,0,178.7586531639099,2484.0,1.0,1.0
1212,False,"Move the laptop and laptop stand from the living room table to the bedroom chair. Also, bring a book from the bedroom chair to the living room table. I usually move my laptop and stand to the bedroom chair when I'm ready for work and keep a book on the living room table for quick access during breaks.",17.0,0,126.3416154384613,1619.0,1.0,1.0
1128,False,"Move the tray to the cabinet in the toilet room and put the can on the counter in the lounge. The tray is white with cutout handles, and the can is a silver can of Polar Herring Fillets, Smoked & Peppered, 7.05 oz. The tray is a gift from my grandmother.",21.0,0,213.21649765968323,2721.0,1.0,1.0
1042,False,Move the stuffed toys and put them in the chest of drawers in the bedroom. I prefer to keep my stuffed toys in the bedroom chest of drawers for easy access and organization.,24.0,0,230.08003067970276,2402.0,0.0,0.0
1217,False,"Place the vase on the shelves, the candle on the table. I prefer to have the vase on the shelves and the candle on the table to create a cozy atmosphere in the room.",17.0,0,106.12007308006287,1668.0,1.0,1.0
995,False,"Move the lamp, vase, and picture frame from the living room table to the bedroom table. Place them next to each other on the bedroom table. I like to have the lamp, vase, and picture frame together on the bedroom table to create a cozy atmosphere before bedtime.",26.0,0,187.19080662727356,3271.0,1.0,1.0
1137,False,"First, move the candle from the table to the chair in the tv room. Then, place it on the tv table. The candle is mint green with white butterfly designs. This candle is my favorite.",15.0,0,93.67287755012512,1677.0,1.0,1.0
1011,False,"Can we move the candle and vase from the living room table to the bedroom chest of drawers? The candle is white with a light blue base in a round holder, and the vase is black with white geometric patterns. The black vase was a special gift to me.",22.0,0,171.00139474868774,2802.0,1.0,1.0
1038,False,Move the jug and cup from the kitchen to the bedroom. Place them next to each other on the chest of drawers. I like having the jug and cup together on the chest of drawers in the bedroom for a convenient night drink.,16.0,0,118.02573704719543,2058.0,1.0,1.0
1219,False,Move the laptop and mouse pad from the table in the bedroom to the counter in the kitchen. Place them next to each other on the counter. I like to keep my laptop and mouse pad on the kitchen counter for morning work sessions.,18.0,0,116.57321763038635,1907.0,1.0,1.0
1034,False,Put away the one jug and one cup in the kitchen cabinet. I prefer to keep the jug and cup in the kitchen cabinet for easy access during breakfast.,10.0,0,55.46968603134155,899.0,0.0,0.0
1233,False,"Move the laptop and the mouse pad to a new living room table. Move the clock to another shelf. The laptop is black with a dark keyboard and a large touchpad, and the mouse pad is black with a logo in the corner. The clock is red with a white face and black numbers. The laptop is essential for my work.",16.0,0,91.78825998306274,1062.0,0.6666666666666666,0.0
990,False,Move the jug and cup from the kitchen counter to the living room table. Place them next to each other. I prefer to have the jug and cup together in the living room for afternoon refreshments.,13.0,0,100.33340787887573,1708.0,1.0,1.0
1095,False,"First, move the candle from the dining table to the office shelves. Next, move the vase to the office shelves and place it next to the candle. I like to keep the candle and vase together on the office shelves for a calming atmosphere while I work.",10.0,0,70.36620116233826,906.0,1.0,1.0
1221,False,"Take the book, pencil case, and multiport hub from the table in the living room and put them on the shelves in the bedroom, placing them next to each other. I like to keep my study materials together on the bedroom shelves for easy access when I'm working or studying in my room.",14.0,0,111.43610620498657,1464.0,1.0,1.0
1244,False,"First, take the teapot from the kitchen and put it on the couch in the living room. Then move it to the table in the bedroom. The teapot is black with a curved spout and an ornate lid. This teapot is a gift from my grandfather.",15.0,0,120.42976951599121,1576.0,1.0,1.0
1082,False,Move the vase and stuffed toy from the dining table to the office shelves. Place them next to each other on the shelves. I prefer to keep the vase and stuffed toy together on the office shelves for a personal touch in my workspace.,10.0,0,87.49084734916687,1076.0,1.0,1.0
1159,False,Put away the clock and vase by setting them on the washing machine. Set them next to each other. I prefer to keep the clock and vase together on the washing machine for easy access when I do laundry.,12.0,0,110.27808260917664,2160.0,1.0,1.0
