name,replanning_count_0,runtime,sim_step_count,task_percent_complete,task_state_success
object_semantics-object_semantics_history-history,34.5,550.6914870738983,6674.0,0.6666666666666667,0.0
object_semantics-object_semantics_history-preference,36.0,250.22977542877197,2547.6666666666665,0.6626984126984127,0.0
object_semantics-object_semantics_history-ownership,23.5,232.68975257873535,2420.0,0.8,0.5
object_semantics-object_semantics_group-preference,21.0,676.2032845020294,4511.0,0.4,0.0
object_semantics-user_pattern_history-preference,20.8,359.1350525379181,4611.0,0.5,0.2
object_semantics-user_pattern_history-routine,22.0,101.55800580978394,1706.0,0.8333333333333334,0.0
object_semantics-user_pattern_group-preference,30.666666666666668,224.6126062075297,3286.6666666666665,0.7936507936507936,0.3333333333333333
object_semantics-user_pattern_preference-preference,33.0,313.01827359199524,4088.0,0.2,0.0
object_semantics-user_pattern_preference-routine,25.0,241.07205605506897,2953.0,0.5,0.0
object_semantics-user_pattern_ownership-preference,21.0,189.41343331336972,1945.0,0.0,0.0
user_pattern-user_pattern_preference-preference,28.285714285714285,231.89384753363473,3557.5714285714284,0.5115646258503401,0.14285714285714285
user_pattern-user_pattern_preference-routine,21.0,740.7288687229156,6489.333333333333,0.4666666666666666,0.3333333333333333
user_pattern-user_pattern_routine-routine,19.5,181.12522041797638,2297.5,0.3214285714285714,0.0
object_semantics-object_semantics_total,30.625,374.2068862617016,3792.75,0.6651785714285714,0.125
object_semantics-user_pattern_total,24.75,276.21457084019977,3633.9166666666665,0.5345238095238095,0.16666666666666666
user_pattern-user_pattern_total,25.0,350.6411649783452,4080.5,0.4686507936507936,0.16666666666666666
total_results,26.416666666666668,315.12556031677457,3753.1944444444443,0.5397486772486773,0.1388888888888889
